Query sequence,Most common phylum-level assignment,Phylum-level assignment,Most common class-level assignment,Class-level assignment,Most common order-level assignment,Order-level assignment,Most common family-level assignment,Family-level assignment,Most common Genus-level assignment,Genus-level assignment,Taxon assignment,Likelihood weight,otu,otu_references,tbas_loci,missing,link,Trophic Mode,Guild
Otu1148,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Pleospora,Pleospora,Pleospora_halimiones,"0.608959, 0.099212, 0.093384, 0.022155, 0.021345, 0.019780, 0.017862, 0.015531, 0.013686, 0.013265, 0.012874",OTU166,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1148,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph
Otu1149,Ascomycota,Ascomycota,Xylobotryomycetes,Xylobotryomycetes,Xylobotryales,Xylobotryales,Xylobotryaceae,Xylobotryaceae,Xylobotryum,Xylobotryum,"Xylobotryum_portentosum,Xylobotryum_andinum","0.049456, 0.049432, 0.049429, 0.005398, 0.005272, 0.005259, 0.004951, 0.004879, 0.002469, 0.001818, 0.001765",OTU167,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1149,,
Otu115,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae,Septoriella,"Septoriella,Ophiosphaerella","Ophiosphaerella_herpotricha,Septoriella_hubertusii,Septoriella_hirta,Septoriella_leuchtmannii","0.592179, 0.095696, 0.095516, 0.052569, 0.045322, 0.043636, 0.043508",OTU168,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu115,,
Otu1150,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae,Cladophialophora,Cladophialophora,Cladophialophora_parmeliae,"0.337020, 0.257368, 0.136367, 0.136162, 0.115902",OTU169,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1150,Pathotroph,Lichen Parasite
Otu1151,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Lecanorales,Lecanorales,Malmideaceae,"Malmideaceae,Lecanoraceae,Ramalinaceae,Cladoniaceae,Stereocaulaceae,Sphaerophoraceae,Parmeliaceae",Zhurbenkoa,"Zhurbenkoa,Stereocaulon,Protoparmeliopsis,Lecanora,Sphaerophorus,Toninia,Bacidia,Xanthoparmelia,Cladonia,Metus","Zhurbenkoa_epicladonia,Stereocaulon_paschale,Protoparmeliopsis_achariana,Lecanora_contractula,Zhurbenkoa_latispora,Sphaerophorus_globosus,Toninia_sedifolia,Bacidia_rosella,Xanthoparmelia_saxeti,Cladonia_caroliniana,Metus_conglomeratus","0.036916, 0.036738, 0.036737, 0.023836, 0.023834, 0.022070, 0.019528, 0.019498, 0.019472, 0.019262, 0.018783",OTU170,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1151,,
Otu1152,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Neodevriesiaceae",Neodevriesia,"Neodevriesia,Tripospermum,unclassified","Tripospermum_myrti,Neodevriesia_strelitziae,Neodevriesia_agapanthi,Dothideomycetes_sp_TRN142","0.154514, 0.153453, 0.150494, 0.124042, 0.123142, 0.123142, 0.123142",OTU171,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1152,,
Otu1153,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,unclassified,"unclassified,Trematosphaeriaceae,Morosphaeriaceae,Massarinaceae,Didymellaceae",Falciformispora,"Falciformispora,Aquilomyces,Helicascus,Flavomyces,Pseudochaetosphaeronema,Byssothecium,Trematosphaeria,Stagonospora,Splanchnonema,Stagonosporopsis","Aquilomyces_patris,Helicascus_chiangraiensis,Flavomyces_fulophazii,Pseudochaetosphaeronema_larense,Byssothecium_circinans,Trematosphaeria_grisea,Stagonospora_paludosa,Falciformispora_senegalensis,Splanchnonema_platani,Falciformispora_tompkinsii,Stagonosporopsis_centaureae","0.198282, 0.170068, 0.106120, 0.105487, 0.066654, 0.065911, 0.024662, 0.022706, 0.022516, 0.020167, 0.011425",OTU172,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1153,Pathotroph,Plant Pathogen
Otu1154,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Bionectriaceae,Bionectriaceae,Globonectria,Globonectria,Globonectria_cochensis,"0.090094, 0.055066, 0.054817, 0.054607, 0.047609, 0.045095, 0.042708, 0.042576, 0.038467, 0.038148, 0.038140",OTU173,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1154,Saprotroph,Undefined Saprotroph
Otu1155,Ascomycota,Ascomycota,Sordariomycetes,"Sordariomycetes,Laboulbeniomycetes",Xylariales,"Xylariales,Lulworthiales,Pyxidiophorales",Lulworthiaceae,"Lulworthiaceae,Microdochiaceae,unclassified,Xylariaceae,Pyxidiophoraceae",Microdochium,"Microdochium,Lindra,Lulworthia,Anthostomella,Lulwoidea,Lulwoana,Pyxidiophora","Microdochium_bolleyi,Microdochium_citrinidiscum,Microdochium_colombiense,Lulworthia_grandispora,Lindra_obtusa,Anthostomella_torosa,Lindra_thalassiae,Microdochium_phragmitis,Lulwoidea_lignoarenaria,Lulwoana_uniseptata,Pyxidiophora_arvernensis","0.036847, 0.032689, 0.032585, 0.027817, 0.027391, 0.027261, 0.026270, 0.026270, 0.026270, 0.026270, 0.026270",OTU174,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1155,Pathotroph,Plant Pathogen
Otu1156,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae,Cladophialophora,Cladophialophora,Cladophialophora_parmeliae,"0.093310, 0.036767, 0.026934, 0.021125, 0.020898, 0.019573, 0.019540, 0.018397, 0.016842, 0.015615, 0.015612",OTU175,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1156,Pathotroph,Lichen Parasite
Otu1157,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Sordariales,Sordariales,Chaetomiaceae,Chaetomiaceae,Subramaniula,Subramaniula,"Subramaniula_anamorphosa,Subramaniula_flavipila","0.292485, 0.276314, 0.274981, 0.034828, 0.033983, 0.013313, 0.012592, 0.011960",OTU176,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1157,Saprotroph,Undefined Saprotroph
Otu1158,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Xylariales,Xylariales,Amphisphaeriaceae,Amphisphaeriaceae,Discostroma,"Discostroma,Pseudopestalotiopsis,Seiridium,Pestalotiopsis","Discostroma_botan,Pseudopestalotiopsis_theae,Seiridium_cardinale,Pestalotiopsis_vismiae","0.266859, 0.241226, 0.239617, 0.112539, 0.099546",OTU177,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1158,Pathotroph,Plant Pathogen
Otu1159,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,unclassified,"unclassified,Trematosphaeriaceae,Morosphaeriaceae,Massarinaceae,Didymellaceae",Falciformispora,"Falciformispora,Aquilomyces,Helicascus,Flavomyces,Pseudochaetosphaeronema,Byssothecium,Trematosphaeria,Stagonospora,Splanchnonema,Stagonosporopsis","Aquilomyces_patris,Helicascus_chiangraiensis,Flavomyces_fulophazii,Pseudochaetosphaeronema_larense,Byssothecium_circinans,Trematosphaeria_grisea,Stagonospora_paludosa,Falciformispora_senegalensis,Splanchnonema_platani,Falciformispora_tompkinsii,Stagonosporopsis_centaureae","0.198962, 0.053976, 0.048903, 0.048699, 0.045455, 0.045266, 0.021282, 0.021257, 0.019033, 0.017827, 0.014673",OTU178,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1159,Pathotroph,Plant Pathogen
Otu116,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.147392, 0.101934, 0.100544, 0.097682, 0.097682, 0.097682, 0.097682, 0.097682, 0.060966, 0.036075, 0.036075",OTU179,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu116,Pathotroph,Plant Pathogen
Otu1160,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae,Exophiala,"Exophiala,Minimelanolocus","Exophiala_castellanii,Minimelanolocus_aquaticus,Minimelanolocus_asiaticus,Exophiala_lecanii_corni,Exophiala_salmonis,Minimelanolocus_curvatus,Minimelanolocus_melanicus,Exophiala_pisciphila","0.131365, 0.116565, 0.116330, 0.057929, 0.057501, 0.056630, 0.054861, 0.025880, 0.025068, 0.025018, 0.025008",OTU180,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1160,Pathotroph,Animal Pathogen
Otu1161,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Lecanorales,Lecanorales,Cladoniaceae,"Cladoniaceae,Stereocaulaceae",Cladonia,"Cladonia,Metus,Stereocaulon","Cladonia_caroliniana,Metus_conglomeratus,Stereocaulon_paschale","0.083516, 0.079360, 0.079068, 0.068337, 0.055057, 0.050325, 0.046785, 0.029374, 0.028514, 0.028493, 0.028493",OTU181,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1161,Symbiotroph,Lichenized
Otu1162,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Peltigerales,Peltigerales,Collemataceae,"Collemataceae,Placynthiaceae,Peltigeraceae,Lobariaceae",Leptogium,"Leptogium,Placynthium,Peltigera,Lobaria","Leptogium_cyanescens,Placynthium_nigrum,Peltigera_degenii,Lobaria_quercizans","0.041701, 0.041552, 0.039512, 0.039512, 0.037302, 0.036298, 0.035597, 0.033584, 0.032742, 0.032741, 0.029783",OTU182,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1162,Symbiotroph,Lichenized
Otu1163,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae,Parastagonospora,"Parastagonospora,Juncaceicola,Sclerostagonospora,Allophaeosphaeria,Populocrescentia,Phaeosphaeria","Juncaceicola_alpina,Sclerostagonospora_opuntiae,Allophaeosphaeria_clematidis,Parastagonospora_nodorum,Populocrescentia_forlicesenensis,Phaeosphaeria_eustoma,Parastagonospora_avenae","0.132228, 0.128701, 0.119906, 0.116596, 0.100092, 0.084869, 0.048566, 0.045178, 0.044963, 0.042479, 0.036626",OTU183,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1163,,
Otu1164,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Debaryomycetaceae,Debaryomycetaceae,Meyerozyma,"Meyerozyma,Debaryomyces","Meyerozyma_guilliermondii,Debaryomyces_hansenii","0.859470, 0.004898, 0.004890, 0.004462, 0.003739, 0.003536, 0.003492, 0.003491, 0.003166, 0.003151, 0.002851",OTU184,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1164,Pathotroph,Animal Pathogen
Otu1165,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Aspergillus,Aspergillus,Aspergillus_terreus,"0.917149, 0.025497, 0.021936",OTU185,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1165,Pathotroph,Plant Pathogen
Otu1166,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Verrucariales,Verrucariales,Verrucariaceae,Verrucariaceae,Staurothele,"Staurothele,Wahlenbergiella,Verrucaria,Agonimia,Flakea","Staurothele_frustulenta,Wahlenbergiella_mucosa,Verrucaria_hydrela,Agonimia_repleta,Staurothele_rufa,Staurothele_fissa,Verrucaria_tristis,Staurothele_areolata,Wahlenbergiella_striatula,Agonimia_sp,Flakea_papillata","0.193938, 0.145080, 0.141452, 0.054901, 0.023810, 0.021746, 0.021722, 0.021237, 0.020236, 0.018337, 0.018273",OTU186,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1166,Symbiotroph,Lichenized
Otu1167,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Trematosphaeriaceae,Trematosphaeriaceae,Trematosphaeria,Trematosphaeria,Trematosphaeria_pertusa,"0.050057, 0.040404, 0.038946, 0.038946, 0.038857, 0.038856, 0.020679, 0.019381, 0.019295, 0.015715, 0.015221",OTU187,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1167,Saprotroph,Undefined Saprotroph
Otu1168,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Lentitheciaceae,Lentitheciaceae,Darksidea,Darksidea,"Darksidea_epsilon,Darksidea_alpha","0.809689, 0.123197, 0.040007",OTU188,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1168,,
Otu1169,Ascomycota,Ascomycota,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,Saitoella,Saitoella,Saitoella_complicata,"0.227849, 0.191668, 0.167234, 0.045416, 0.025001, 0.020090, 0.020083, 0.020074, 0.018242, 0.018236, 0.010793",OTU189,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1169,,
Otu117,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Trypetheliales,Trypetheliales,Trypetheliaceae,Trypetheliaceae,Trypethelium,"Trypethelium,Astrothelium,Laurera","Astrothelium_cinnamomeum,Laurera_megasperma,Trypethelium_nitidiusculum,Trypethelium_virens","0.028708, 0.021706, 0.021456, 0.020614, 0.020034, 0.020022, 0.019873, 0.019782, 0.019705, 0.019662, 0.019645",OTU190,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu117,Symbiotroph,Lichenized
Otu1170,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.473125, 0.115382, 0.106230, 0.075191, 0.059250, 0.026012, 0.024902, 0.024902, 0.024902, 0.024902",OTU191,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1170,Pathotroph,Plant Pathogen
Otu1171,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Teloschistales,Teloschistales,Teloschistaceae,Teloschistaceae,Xanthomendoza,Xanthomendoza,Xanthomendoza_fallax,"0.030623, 0.030441, 0.030309, 0.026734, 0.021829, 0.020383, 0.020355, 0.020230, 0.016765, 0.016658, 0.016655",OTU192,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1171,Symbiotroph,Lichenized
Otu1172,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Sarocladiaceae,"Sarocladiaceae,unclassified",Parasarocladium,"Parasarocladium,Sarocladium","Parasarocladium_breve,Sarocladium_strictum","0.738975, 0.022866, 0.021199, 0.021179, 0.021031, 0.020150, 0.019626, 0.017926, 0.012953, 0.011371, 0.011146",OTU193,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1172,,
Otu1173,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Chaetothyriales,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae,Cladophialophora,Cladophialophora,Cladophialophora_parmeliae,"0.105119, 0.079678, 0.028377, 0.027941, 0.027941, 0.027809, 0.027422, 0.025931, 0.025931, 0.025927, 0.025926",OTU194,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1173,Pathotroph,Lichen Parasite
Otu1174,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Biatriosporaceae,"Biatriosporaceae,Nigrogranaceae",Biatriospora,"Biatriospora,Nigrograna","Biatriospora_mackinnonii,Nigrograna_norvegica","0.033798, 0.033746, 0.033746, 0.033746, 0.033746, 0.033745, 0.030987, 0.016725, 0.015854, 0.013714, 0.013714",OTU195,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1174,,
Otu1175,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Diaporthales,Diaporthales,Diaporthaceae,Diaporthaceae,Diaporthe,Diaporthe,Diaporthe_phaseolorum,0.970932,OTU196,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1175,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen
Otu1176,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.052854, 0.052387, 0.052140, 0.051865, 0.051865, 0.051865, 0.051865, 0.051865, 0.043788, 0.043788, 0.041334",OTU197,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1176,Pathotroph,Plant Pathogen
Otu1177,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae,Parastagonospora,"Parastagonospora,Juncaceicola,Sclerostagonospora,Allophaeosphaeria,Populocrescentia,Phaeosphaeria","Juncaceicola_alpina,Sclerostagonospora_opuntiae,Allophaeosphaeria_clematidis,Parastagonospora_nodorum,Populocrescentia_forlicesenensis,Phaeosphaeria_eustoma,Parastagonospora_avenae","0.272212, 0.258350, 0.246244, 0.053771, 0.053548, 0.029926, 0.029470, 0.027187",OTU198,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1177,,
Otu1178,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae,Septoriella,Septoriella,Septoriella_hubertusii,"0.484295, 0.113210, 0.112891, 0.112036, 0.105354, 0.040742",OTU199,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1178,,
Otu1179,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Trematosphaeriaceae,"Trematosphaeriaceae,Morosphaeriaceae,unclassified,Massarinaceae,Didymellaceae",Falciformispora,"Falciformispora,Aquilomyces,Medicopsis,Helicascus,Flavomyces,Byssothecium,Trematosphaeria,Stagonospora,Splanchnonema,Stagonosporopsis","Aquilomyces_patris,Medicopsis_romeroi,Helicascus_chiangraiensis,Flavomyces_fulophazii,Byssothecium_circinans,Trematosphaeria_grisea,Stagonospora_paludosa,Falciformispora_senegalensis,Splanchnonema_platani,Falciformispora_tompkinsii,Stagonosporopsis_centaureae","0.085782, 0.073746, 0.073560, 0.067140, 0.066983, 0.066851, 0.036833, 0.036176, 0.031762, 0.030971, 0.030766",OTU200,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1179,Pathotroph,Plant Pathogen
Otu118,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Thyridariaceae,"Thyridariaceae,Arthopyreniaceae",Parathyridaria,"Parathyridaria,Arthopyrenia","Arthopyrenia_salicis,Parathyridaria_percutanea,Parathyridaria_ramulicola","0.104518, 0.065077, 0.039252, 0.035454, 0.034826, 0.034353, 0.034317, 0.034317, 0.034317, 0.034316, 0.033012",OTU201,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu118,,
Otu1180,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Venturiales,Venturiales,Sympoventuriaceae,Sympoventuriaceae,Ochroconis,Ochroconis,Ochroconis_gamsii,"0.000800, 0.000795, 0.000795, 0.000792, 0.000792, 0.000792, 0.000792, 0.000792, 0.000792, 0.000791, 0.000791",OTU202,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1180,Saprotroph,Undefined Saprotroph
Otu1181,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,"Rhytismatales,Helotiales,Phacidiales",Phacidiaceae,"Phacidiaceae,Rhytismataceae,Helotiaceae,Cudoniaceae,Bulgariaceae,unclassified",Phacidium,"Phacidium,Zymochalara,Cyclaneusma,Bulgaria,Darkera,Potebniamyces,Spathularia,Cudonia","Cyclaneusma_minus,Bulgaria_inquinans,Phacidium_lacerum,Phacidium_pseudophacidioides,Zymochalara_lygodii,Darkera_picea,Potebniamyces_pyri,Spathularia_velutipes,Cudonia_circinans,Phacidium_lauri,Zymochalara_cyatheae","0.377124, 0.181707, 0.176473, 0.116259, 0.116172",OTU203,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1181,Pathotroph,Plant Pathogen
Otu1182,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Debaryomycetaceae,Debaryomycetaceae,Debaryomyces,Debaryomyces,Debaryomyces_hansenii,"0.005319, 0.005005, 0.004231, 0.001007, 0.001000, 0.000762, 0.000701, 0.000649, 0.000647, 0.000579, 0.000570",OTU204,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1182,Saprotroph,Undefined Saprotroph
Otu1183,Ascomycota,Ascomycota,Neolectomycetes,Neolectomycetes,Neolectales,Neolectales,Neolectaceae,Neolectaceae,Neolecta,Neolecta,"Neolecta_vitellina,Neolecta_irregularis","0.697034, 0.138637, 0.048069, 0.020258, 0.019032, 0.014564, 0.011605, 0.008802",OTU205,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu1183,Saprotroph,Undefined Saprotroph
